 tile,        year,         CAI,         LAI,   treecover,  grasscover,         GPP,       Rauto,          Rh,      burned,        rain,   SiolWater,      Transp,        Evap,      Runoff,      plantC,       soilC,      plantN,       soilN,         NSC,       SeedC,       leafC,       rootC,         swC,         hwC,         NSN,       SeedN,       leafN,       rootN,         swN,         hwN,       fineL,      strucL,       McrbC,     fastSOC,     slowSOC,       fineN,      strucN,       McrbN,     fastSON,     slowSON,    mineralN,      N_fxed,      N_uptk,     N_yrMin,       N_P2S,      N_loss,
    1,  149,      0.2095,      0.6592,      0.2095,      0.0000,      0.4895,      0.2394,      0.0657,      0.0000,   1749.1709,   1157.8086,    145.6155,    370.4262,   1238.1760,     13.3915,      0.8732,     94.2745,    936.1757,      1.1317,      1.0724,      0.0527,      0.0286,      9.7362,      1.3699,      6.7578,     53.6196,      1.4502,      0.7152,     27.8176,      3.9140,      0.0496,      0.0659,      0.0000,      0.0293,      0.7284,      1.4881,      1.0983,      0.0021,      0.8827,     15.1605,    917.5440,      0.0000,      2.9111,      1.7389,      1.4820,      0.0000,
    1,  150,      0.2115,      0.6655,      0.2115,      0.0000,      0.5170,      0.2411,      0.0643,      0.0000,   2612.2800,   1182.4224,    145.0872,    450.2204,   1992.1696,     13.6094,      0.8666,     95.7133,    934.7330,      1.1555,      1.0894,      0.0532,      0.0289,      9.8866,      1.3959,      6.8219,     54.4698,      1.4640,      0.7220,     28.2473,      3.9882,      0.0501,      0.0666,      0.0000,      0.0295,      0.7204,      1.5025,      1.1092,      0.0020,      0.8897,     14.9284,    916.3012,      0.0000,      2.9349,      1.6971,      1.4962,      0.0000,
    1,  151,      0.2135,      0.6718,      0.2135,      0.0000,      0.4987,      0.2396,      0.0617,      0.0000,   3867.5706,   1182.7115,    129.8912,    492.2132,   3244.9807,     13.8101,      0.8629,     97.1719,    933.2831,      1.1590,      1.1066,      0.0537,      0.0292,     10.0407,      1.4209,      6.8868,     55.3309,      1.4779,      0.7289,     28.6876,      4.0598,      0.0506,      0.0672,      0.0000,      0.0311,      0.7140,      1.5169,      1.1202,      0.0020,      0.9375,     14.7299,    914.9766,      0.0000,      2.9690,      1.6328,      1.5104,      0.0000,
    1,  152,      0.2156,      0.6781,      0.2156,      0.0000,      0.5134,      0.2431,      0.0638,      0.0000,   2528.7012,   1182.7191,    115.6609,    393.5868,   2019.2432,     14.0215,      0.8577,     98.6460,    931.7949,      1.1712,      1.1240,      0.0542,      0.0294,     10.1966,      1.4461,      6.9518,     56.2018,      1.4919,      0.7358,     29.1330,      4.1316,      0.0511,      0.0679,      0.0000,      0.0312,      0.7075,      1.5313,      1.1312,      0.0021,      0.9409,     14.5357,    913.6536,      0.0000,      3.0029,      1.6920,      1.5289,      0.0000,
    1,  153,      0.2176,      0.6844,      0.2176,      0.0000,      0.5025,      0.2460,      0.0647,      0.0000,   2236.8208,   1182.7201,    115.6292,    399.3459,   1721.6454,     14.2189,      0.8523,    100.1237,    930.2929,      1.1691,      1.1415,      0.0548,      0.0297,     10.3571,      1.4668,      7.0166,     57.0761,      1.5058,      0.7426,     29.5916,      4.1909,      0.0516,      0.0685,      0.0000,      0.0310,      0.7012,      1.5458,      1.1422,      0.0021,      0.9341,     14.3423,    912.3265,      0.0000,      3.0169,      1.7137,      1.5391,      0.0000,
    1,  154,      0.2196,      0.6908,      0.2196,      0.0000,      0.5197,      0.2468,      0.0637,      0.0000,   2116.9409,   1166.5272,    128.2744,    431.9058,   1572.7523,     14.4324,      0.8484,    101.6103,    928.7951,      1.1820,      1.1591,      0.0553,      0.0300,     10.5201,      1.4860,      7.0813,     57.9568,      1.5197,      0.7495,     30.0576,      4.2456,      0.0520,      0.0692,      0.0000,      0.0316,      0.6955,      1.5603,      1.1532,      0.0021,      0.9533,     14.1613,    910.9648,      0.0000,      3.0401,      1.6864,      1.5534,      0.0000,
    1,  155,      0.2216,      0.6971,      0.2216,      0.0000,      0.5240,      0.2460,      0.0624,      0.0000,   2915.1311,   1174.5695,    141.3535,    414.4300,   2351.1003,     14.6502,      0.8461,    103.1074,    927.3032,      1.1978,      1.1769,      0.0558,      0.0303,     10.6826,      1.5069,      7.1460,     58.8444,      1.5335,      0.7563,     30.5218,      4.3054,      0.0525,      0.0699,      0.0000,      0.0329,      0.6908,      1.5748,      1.1642,      0.0021,      0.9927,     14.0054,    909.5640,      0.0000,      3.0649,      1.6560,      1.5678,      0.0000,
    1,  156,      0.2236,      0.7035,      0.2236,      0.0000,      0.5338,      0.2479,      0.0624,      0.0000,   2724.5117,   1171.0814,    146.6405,    375.8505,   2205.2952,     14.8747,      0.8449,    104.6320,    925.7863,      1.2160,      1.1949,      0.0563,      0.0305,     10.8449,      1.5320,      7.2117,     59.7468,      1.5476,      0.7633,     30.9854,      4.3773,      0.0530,      0.0705,      0.0000,      0.0341,      0.6872,      1.5893,      1.1752,      0.0022,      1.0286,     13.8694,    908.1215,      0.0000,      3.1111,      1.6593,      1.5865,      0.0000,
    1,  157,      0.2257,      0.7099,      0.2257,      0.0000,      0.5206,      0.2470,      0.0616,      0.0000,   2318.5210,   1175.7075,    118.3667,    434.4799,   1760.8378,     15.0864,      0.8447,    106.1631,    924.2615,      1.2208,      1.2131,      0.0568,      0.0308,     11.0110,      1.5540,      7.2772,     60.6539,      1.5617,      0.7702,     31.4599,      4.4401,      0.0535,      0.0712,      0.0000,      0.0355,      0.6845,      1.6039,      1.1863,      0.0022,      1.0696,     13.7510,    906.6484,      0.0000,      3.1277,      1.6438,      1.5967,      0.0000,
    1,  158,      0.2277,      0.7163,      0.2277,      0.0000,      0.5314,      0.2475,      0.0618,      0.0000,   2533.1899,   1175.6136,    127.3641,    389.4974,   2016.2096,     15.3075,      0.8447,    107.7048,    922.7343,      1.2334,      1.2314,      0.0573,      0.0311,     11.1752,      1.5792,      7.3428,     61.5681,      1.5758,      0.7771,     31.9290,      4.5119,      0.0540,      0.0718,      0.0000,      0.0366,      0.6822,      1.6185,      1.1974,      0.0023,      1.1025,     13.6487,    905.1650,      0.0000,      3.1528,      1.6519,      1.6112,      0.0000,
    1,  159,      0.2297,      0.7227,      0.2297,      0.0000,      0.5364,      0.2542,      0.0654,      0.0000,   2899.8003,   1176.4200,    138.5304,    398.4025,   2361.8416,     15.5262,      0.8419,    109.2617,    921.1523,      1.2415,      1.2498,      0.0578,      0.0314,     11.3515,      1.5941,      7.4087,     62.4913,      1.5899,      0.7841,     32.4329,      4.5547,      0.0545,      0.0725,      0.0000,      0.0357,      0.6792,      1.6332,      1.2085,      0.0023,      1.0748,     13.5289,    903.7048,      0.0000,      3.1826,      1.7456,      1.6257,      0.0000,
    1,  160,      0.2318,      0.7292,      0.2318,      0.0000,      0.5686,      0.2582,      0.0653,      0.0000,   1920.1609,   1167.0928,    172.1931,    408.4042,   1348.6655,     15.7727,      0.8398,    110.8436,    919.5514,      1.2736,      1.2686,      0.0583,      0.0316,     11.5101,      1.6304,      7.4754,     63.4284,      1.6042,      0.7912,     32.8861,      4.6584,      0.0550,      0.0732,      0.0000,      0.0353,      0.6763,      1.6479,      1.2196,      0.0022,      1.0653,     13.4107,    902.2055,      0.0000,      3.2267,      1.7419,      1.6448,      0.0000,
    1,  161,      0.2339,      0.7358,      0.2339,      0.0000,      0.5411,      0.2623,      0.0661,      0.0000,   2480.0601,   1175.5741,    146.9321,    412.2238,   1912.1890,     15.9875,      0.8372,    112.4425,    917.9220,      1.2712,      1.2875,      0.0589,      0.0319,     11.6849,      1.6530,      7.5426,     64.3744,      1.6187,      0.7983,     33.3855,      4.7230,      0.0555,      0.0738,      0.0000,      0.0348,      0.6731,      1.6627,      1.2308,      0.0022,      1.0499,     13.2916,    900.6847,      0.0000,      3.2539,      1.7609,      1.6550,      0.0000,
    1,  162,      0.2360,      0.7423,      0.2360,      0.0000,      0.5752,      0.2658,      0.0661,      0.0000,   4026.1003,   1181.6429,    149.9921,    450.6150,   3419.1953,     16.2324,      0.8354,    114.0542,    916.2930,      1.2973,      1.3066,      0.0594,      0.0322,     11.8501,      1.6869,      7.6099,     65.3288,      1.6331,      0.8054,     33.8574,      4.8197,      0.0560,      0.0745,      0.0000,      0.0350,      0.6699,      1.6777,      1.2421,      0.0022,      1.0547,     13.1737,    899.1428,      0.0000,      3.2814,      1.7552,      1.6699,      0.0000,
    1,  163,      0.2381,      0.7489,      0.2381,      0.0000,      0.5569,      0.2672,      0.0656,      0.0000,   3239.9001,   1177.6396,    137.0906,    425.2152,   2681.3555,     16.4573,      0.8346,    115.6856,    914.6373,      1.3002,      1.3259,      0.0599,      0.0325,     12.0423,      1.6965,      7.6778,     66.2936,      1.6477,      0.8126,     34.4066,      4.8472,      0.0565,      0.0752,      0.0000,      0.0355,      0.6674,      1.6927,      1.2533,      0.0022,      1.0702,     13.0670,    897.5519,      0.0000,      3.3163,      1.7449,      1.6848,      0.0000,
    1,  164,      0.2402,      0.7556,      0.2402,      0.0000,      0.5715,      0.2699,      0.0664,      0.0000,   3387.5310,   1175.1595,    149.7420,    378.5412,   2861.4861,     16.6935,      0.8337,    117.3305,    912.9601,      1.3128,      1.3453,      0.0604,      0.0328,     12.2195,      1.7227,      7.7458,     67.2679,      1.6623,      0.8198,     34.9129,      4.9219,      0.0570,      0.0759,      0.0000,      0.0358,      0.6650,      1.7078,      1.2647,      0.0022,      1.0790,     12.9681,    895.9384,      0.0000,      3.3494,      1.7659,      1.7045,      0.0000,
    1,  165,      0.2423,      0.7622,      0.2423,      0.0000,      0.5699,      0.2723,      0.0671,      0.0000,   2346.5408,   1166.6985,    146.5120,    402.5401,   1805.7101,     16.9245,      0.8325,    118.9833,    911.2745,      1.3191,      1.3649,      0.0610,      0.0331,     12.3956,      1.7508,      7.8137,     68.2474,      1.6768,      0.8270,     35.4161,      5.0023,      0.0575,      0.0766,      0.0000,      0.0358,      0.6626,      1.7229,      1.2761,      0.0022,      1.0779,     12.8703,    894.3251,      0.0000,      3.3674,      1.7847,      1.7149,      0.0000,
    1,  166,      0.2444,      0.7688,      0.2444,      0.0000,      0.5807,      0.2749,      0.0676,      0.0000,   2498.7805,   1168.3521,    147.1295,    386.5518,   1963.1971,     17.1632,      0.8315,    120.6432,    909.5796,      1.3324,      1.3846,      0.0615,      0.0334,     12.5715,      1.7798,      7.8814,     69.2327,      1.6914,      0.8341,     35.9184,      5.0852,      0.0580,      0.0773,      0.0000,      0.0358,      0.6605,      1.7381,      1.2876,      0.0022,      1.0782,     12.7718,    892.7016,      0.0000,      3.3897,      1.7961,      1.7299,      0.0000,
    1,  167,      0.2465,      0.7755,      0.2465,      0.0000,      0.5933,      0.2796,      0.0688,      0.0000,   2021.6505,   1165.0686,    164.6579,    406.6967,   1453.3258,     17.4095,      0.8297,    122.3249,    907.8641,      1.3499,      1.4046,      0.0620,      0.0337,     12.7499,      1.8094,      7.9497,     70.2298,      1.7060,      0.8414,     36.4283,      5.1698,      0.0585,      0.0779,      0.0000,      0.0353,      0.6579,      1.7533,      1.2990,      0.0022,      1.0645,     12.6753,    891.0698,      0.0000,      3.4266,      1.8270,      1.7449,      0.0000,
    1,  168,      0.2486,      0.7822,      0.2486,      0.0000,      0.5929,      0.2829,      0.0685,      0.0000,   3231.4004,   1178.6227,    161.0724,    402.5123,   2654.0010,     17.6515,      0.8290,    124.0255,    906.1276,      1.3605,      1.4247,      0.0626,      0.0339,     12.9412,      1.8285,      8.0185,     71.2383,      1.7208,      0.8486,     36.9750,      5.2243,      0.0590,      0.0786,      0.0000,      0.0357,      0.6557,      1.7685,      1.3105,      0.0022,      1.0754,     12.5830,    889.3879,      0.0000,      3.4653,      1.8166,      1.7649,      0.0000,
    1,  169,      0.2508,      0.7889,      0.2508,      0.0000,      0.6119,      0.2844,      0.0683,      0.0000,   2369.8508,   1181.2302,    162.6107,    416.1268,   1788.2341,     17.9101,      0.8290,    125.7399,    904.3718,      1.3854,      1.4451,      0.0631,      0.0342,     13.1312,      1.8511,      8.0875,     72.2545,      1.7356,      0.8559,     37.5176,      5.2888,      0.0595,      0.0793,      0.0000,      0.0362,      0.6540,      1.7838,      1.3221,      0.0022,      1.0913,     12.4968,    887.6755,      0.0000,      3.4897,      1.8129,      1.7752,      0.0000,
    1,  170,      0.2529,      0.7957,      0.2529,      0.0000,      0.6195,      0.2866,      0.0685,      0.0000,   3346.5820,   1139.6920,    216.4624,    377.6817,   2793.7031,     18.1734,      0.8293,    127.4802,    902.5959,      1.4109,      1.4657,      0.0637,      0.0345,     13.3058,      1.8929,      8.1573,     73.2843,      1.7506,      0.8633,     38.0165,      5.4082,      0.0600,      0.0800,      0.0000,      0.0366,      0.6526,      1.7992,      1.3336,      0.0023,      1.1034,     12.4268,    885.9307,      0.0000,      3.5306,      1.8208,      1.7905,      0.0000,
